Num,Timestamp,Current_J0,Temperature_T0,Current_J1,Temperature_J1,Current_J2,Temperature_J2,Current_J3,Temperature_J3,Current_J4,Temperature_J4,Current_J5,Temperature_J5,Speed_J0,Speed_J1,Speed_J2,Speed_J3,Speed_J4,Speed_J5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
36,2022-10-26 08:17:57.060000+00:00,-0.122064352,27.9375,-1.48049283,29.5,-0.814090014,29.625,-0.841177702,32.3125,-0.158142611,32.5,-0.268138796,32.25,0.123835705,-0.003675636,-0.000587299,-0.211214006,-0.04696421,0.049714766,0.083239198,1,False,0
37,2022-10-26 08:17:58.065000+00:00,-0.160074249,27.9375,-2.643633604,29.4375,-0.868752956,29.625,-0.78563571,32.3125,-0.072994709,32.5,-0.077310055,32.25,-5.49384e-05,0.0,0.0,0.0,0.0,0.0,0.089690685,1,False,0
38,2022-10-26 08:17:59.067000+00:00,-0.206516862,27.9375,-2.282886982,29.5,-0.874809742,29.625,-0.317607105,32.3125,0.092989214,32.5625,0.165991068,32.25,-0.187221289,0.001271842,-0.008958476,0.165748432,0.00633685,0.014060971,0.083239198,1,False,0
39,2022-10-26 08:18:00.071000+00:00,-0.200057581,27.9375,-2.630615711,29.5,-0.977144599,29.625,-0.440253347,32.3125,0.040862337,32.5,0.084945053,32.25,0.0,0.0,0.0,6.77e-43,0.0,0.0,0.082559586,1,False,0
40,2022-10-26 08:18:01.086000+00:00,-0.113190472,27.9375,-2.405667067,29.5,-1.082920909,29.625,-0.46262455,32.3125,0.04545768,32.5625,0.026173905,32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.090284109,2,False,0
41,2022-10-26 08:18:02.090000+00:00,0.121461421,28.0,-1.970342994,29.5,-1.413514018,29.625,-0.819194198,32.3125,-0.110597245,32.5,-0.183322549,32.25,0.125178322,-0.000176839,1.47e-15,-0.059947141,-0.003034411,-0.071406029,0.084512293,2,False,0
42,2022-10-26 08:18:03.097000+00:00,-0.369926184,27.9375,-3.15593338,29.5,-1.078716636,29.625,-0.187145755,32.3125,-0.199959785,32.5625,0.259854078,32.3125,-0.388987482,-0.066733286,-0.047948826,0.43382898,0.112456881,0.005637096,0.090877593,2,False,0
43,2022-10-26 08:18:04.098000+00:00,-0.616048992,27.9375,-1.666499496,29.5,-1.622327089,29.625,0.021400239,32.375,0.158433273,32.5625,0.030609794,32.3125,0.101344466,0.135760829,-2.515851021,0.374418557,0.0,-0.493793964,0.076960087,2,False,0
44,2022-10-26 08:18:05.105000+00:00,0.317540437,28.0,-2.722961664,29.5,-0.734569192,29.625,-0.869797945,32.3125,-0.240036234,32.5625,0.171397775,32.3125,-0.012640501,-0.036235597,0.030011507,-0.541323364,0.027103759,0.554572165,0.083239198,2,False,1
45,2022-10-26 08:18:06.110000+00:00,0.399679095,27.9375,-1.643698096,29.5,-0.669086576,29.625,-0.863215923,32.375,-0.169384211,32.5625,0.172667146,32.3125,0.070727929,-0.015849458,0.01668012,-0.143898278,0.005978444,0.076845683,0.083746493,2,False,1
46,2022-10-26 08:18:07.112000+00:00,0.109332636,27.9375,-1.567327142,29.5,-0.823336065,29.625,-0.636921406,32.375,0.000232666,32.5625,0.070194893,32.3125,0.0,0.0,0.0,-7.36e-20,0.0,0.0,0.186950445,2,False,0
47,2022-10-26 08:18:08.119000+00:00,0.058830488,27.9375,-1.708335757,29.5625,-0.78818053,29.625,-0.653798282,32.375,-0.019185441,32.5625,0.065287255,32.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.084512293,2,False,0
48,2022-10-26 08:18:09.124000+00:00,0.060433082,28.0,-1.794180632,29.5625,-0.786771894,29.625,-0.646631896,32.375,-0.040564012,32.5625,0.047058258,32.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.079506218,2,False,0
49,2022-10-26 08:18:10.139000+00:00,0.054825015,28.0,-1.84794414,29.5625,-0.831333518,29.625,-0.583989739,32.375,-0.030277938,32.625,0.031833407,32.3125,0.0,0.0,0.0,-1.0800000000000001e-26,0.0,0.0,0.085105717,2,False,0
50,2022-10-26 08:18:11.144000+00:00,-0.038766395,28.0,-2.388300419,29.5625,-1.242574215,29.6875,-0.414694279,32.375,-0.036515277,32.625,0.005007383,32.3125,-0.010231558,0.0,-0.001266396,0.022162173,0.0,-0.012617203,0.085699201,2,False,0
51,2022-10-26 08:18:12.149000+00:00,-0.393858492,28.0,-2.657633066,29.5625,-1.850516558,29.6875,-0.092316672,32.375,0.157761723,32.625,-0.167302549,32.375,-0.136901349,0.011987707,-0.037681188,0.651856959,-0.026176406,-0.511525393,0.088245332,2,False,0
52,2022-10-26 08:18:13.158000+00:00,-0.209170222,28.0,-1.827303171,29.5,-1.724452019,29.625,-0.317211449,32.375,0.16284968,32.625,-0.142983496,32.375,0.064482808,0.000753513,-0.002939461,0.195657164,-0.005716829,-0.263059437,0.08128649,2,False,0
53,2022-10-26 08:18:14.161000+00:00,0.98427093,28.0,-1.148509145,29.5625,-0.392704695,29.625,-0.617329538,32.4375,-0.3826662,32.625,-0.210291982,32.375,0.046883095,-0.022184828,-0.024337165,-0.230528727,-0.032059595,0.132148579,0.083325446,2,False,0
54,2022-10-26 08:18:15.162000+00:00,-0.299174488,28.0,-2.266952038,29.5625,-1.312336564,29.6875,-0.29757005,32.4375,-0.342675924,32.625,0.2331388,32.375,-0.188076079,-0.044218905,-0.034395896,0.433072239,0.079060934,-0.209469169,0.082559586,2,False,0
55,2022-10-26 08:18:16.177000+00:00,-0.295785606,28.0,-2.031562805,29.5,-1.630684733,29.625,-0.402876079,32.375,0.106799945,32.625,0.038708448,32.375,0.0,-0.009807922,0.007099324,0.00017604,5.8400000000000004e-27,-0.000756951,0.081200421,2,False,0
56,2022-10-26 08:18:17.178000+00:00,0.20226261,28.0,-2.51068449,29.5625,-0.247334734,29.625,-1.031030297,32.4375,-0.139639556,32.625,0.214470655,32.375,-0.188545674,-0.058691073,0.059243333,-0.986024976,0.046809055,1.131266713,0.081372678,2,False,0
57,2022-10-26 08:18:18.178000+00:00,-0.092874236,28.0,-1.693762541,29.5625,-0.820012808,29.6875,-0.643888414,32.4375,-0.123012714,32.625,0.099672899,32.375,0.0,-0.00016686,-7.19899e-05,1.2500000000000001e-22,6.67e-09,2.30521e-05,0.087058365,2,False,0
58,2022-10-26 08:18:19.192000+00:00,-0.094453104,28.0,-1.600272059,29.5625,-0.754840255,29.625,-0.667159498,32.4375,-0.099637792,32.625,0.000295099,32.375,0.0,0.0,0.0,0.0,0.0,0.0,0.16853416,2,False,1
59,2022-10-26 08:18:20.195000+00:00,-0.061609171,28.0,-1.679932594,29.5625,-0.769278765,29.6875,-0.672144711,32.4375,-0.091377914,32.625,-0.00282208,32.4375,0.0,0.0,0.0,0.0,-7.7e-41,0.0,0.080185771,2,False,1
60,2022-10-26 08:18:21.196000+00:00,-0.072396576,28.0,-1.713373542,29.5625,-0.798495293,29.6875,-0.661113083,32.4375,-0.079485074,32.625,0.010860088,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.088331401,2,False,1
61,2022-10-26 08:18:22.199000+00:00,-0.08964707,28.0,-1.740686297,29.625,-0.793158412,29.6875,-0.669852614,32.4375,-0.089030914,32.625,0.008165653,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.076960146,2,False,1
62,2022-10-26 08:18:23.204000+00:00,-0.090784363,28.0625,-1.767585516,29.625,-0.807277143,29.6875,-0.674916744,32.4375,-0.09432368,32.6875,0.036733415,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.087058365,2,False,1
63,2022-10-26 08:18:24.210000+00:00,-0.087242633,28.0,-1.748927832,29.625,-0.80766952,29.6875,-0.642491102,32.4375,-0.089367121,32.6875,0.017803293,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.080693066,2,False,1
64,2022-10-26 08:18:25.212000+00:00,-0.084680907,28.0,-1.763266921,29.625,-0.829810977,29.6875,-0.649054766,32.4375,-0.073112339,32.6875,0.00054922,32.375,0.0,0.0,0.0,0.0,0.0,2.21e-22,0.08128649,2,False,1
65,2022-10-26 08:18:26.215000+00:00,-0.072750241,28.0625,-1.767407298,29.625,-0.851390243,29.6875,-0.659963906,32.4375,-0.059475504,32.6875,-0.006050501,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.097750187,2,False,1
66,2022-10-26 08:18:27.218000+00:00,-0.052115384,28.0,-1.757656336,29.625,-0.842248082,29.6875,-0.659354329,32.5,-0.041732356,32.6875,-0.000278388,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0920645,2,False,1
67,2022-10-26 08:18:28.223000+00:00,-0.058522813,28.0625,-1.741092086,29.625,-0.841567576,29.6875,-0.651842952,32.5,-0.065128043,32.6875,0.024980329,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.085785329,2,False,1
68,2022-10-26 08:18:29.225000+00:00,-0.069923103,28.0625,-1.739514828,29.625,-0.840278029,29.6875,-0.659410894,32.5,-0.072981149,32.6875,0.019749735,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.078912675,2,False,1
69,2022-10-26 08:18:30.229000+00:00,-0.055823348,28.0625,-1.750807166,29.625,-0.845701814,29.75,-0.666786075,32.5,-0.052280411,32.6875,0.040669724,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.080693066,2,False,1
70,2022-10-26 08:18:31.233000+00:00,-0.088669658,28.0625,-1.774931669,29.625,-0.845317483,29.6875,-0.666264653,32.5,-0.059106708,32.6875,0.010551061,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.084512293,2,False,1
71,2022-10-26 08:18:32.238000+00:00,-0.062299982,28.0625,-1.754879951,29.625,-0.84988606,29.6875,-0.644469082,32.5,-0.058980521,32.75,0.043604169,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.07942003,2,False,1
72,2022-10-26 08:18:33.241000+00:00,-0.034104533,28.0625,-1.735381722,29.625,-0.855064869,29.6875,-0.63595593,32.5,-0.078508519,32.6875,0.027114719,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.078912735,2,False,1
73,2022-10-26 08:18:34.246000+00:00,-0.05833061,28.0625,-1.73031342,29.625,-0.8418504,29.75,-0.657072961,32.5,-0.087890893,32.6875,0.024044383,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.090963721,2,False,1
74,2022-10-26 08:18:35.252000+00:00,-0.269420832,28.0625,-2.918646336,29.6875,-1.601136208,29.75,-0.11119058,32.5,0.114455,32.75,-0.147103801,32.4375,-0.343941212,0.004531871,-0.046569072,0.640223861,-0.019386429,-0.298612773,0.088331401,2,False,1
75,2022-10-26 08:18:36.257000+00:00,0.181920975,28.0625,-2.241483927,29.6875,-0.733092666,29.75,-0.697777987,32.5625,0.147876248,32.75,-0.127601326,32.4375,-0.000145442,0.006806674,2.54526329,-0.569429576,-0.000153473,0.630541444,0.078233182,2,False,1
76,2022-10-26 08:18:37.264000+00:00,0.019007001,28.0625,-1.647110701,29.6875,-0.827207327,29.75,-0.821330667,32.5,-0.106177524,32.6875,-0.235955566,32.5,0.115547016,-0.008750146,0.000148966,-0.337107033,-0.071271665,0.191301018,0.086464942,2,False,1
77,2022-10-26 08:18:38.270000+00:00,-0.174779981,28.0625,-2.198833466,29.625,-0.833647609,29.75,-0.745180964,32.5,-0.147526428,32.75,-0.185865372,32.5,-0.000373732,-0.000563708,-6.05353e-05,-0.000617747,-0.002994895,0.000467971,0.305517375,2,False,0
78,2022-10-26 08:18:39.275000+00:00,-0.168979108,28.0625,-2.735410213,29.6875,-0.665320635,29.75,-0.317651004,32.5,0.04264148,32.75,0.135376528,32.5,-0.245744005,0.000821341,-0.007215754,0.130222559,0.009218336,0.110960074,0.088245332,2,False,0
79,2022-10-26 08:18:40.279000+00:00,-0.184617087,28.0625,-2.794179678,29.625,-0.908215284,29.8125,-0.521193504,32.5625,0.04467351,32.75,0.112032399,32.5,-0.000857763,0.0,-0.00056355,3.50969e-05,0.000105226,0.000821344,0.092657983,2,False,0
80,2022-10-26 08:18:41.286000+00:00,-0.107610494,28.0625,-2.315705538,29.6875,-0.977522612,29.75,-0.461960971,32.5625,0.042591833,32.8125,0.050839052,32.5,7.02e-15,0.0,0.0,0.0,0.0,0.0,0.076280475,2,False,0
81,2022-10-26 08:18:42.292000+00:00,-0.074506834,28.0625,-2.23367548,29.6875,-1.027160406,29.75,-0.539867342,32.5,-0.057337739,32.75,0.037084021,32.5,0.0,-5.17644e-05,0.0,-7.07337e-05,0.0,-1.30585e-05,0.085105658,2,False,0
82,2022-10-26 08:18:43.295000+00:00,-0.071457542,28.0625,-2.24575758,29.6875,-1.060479283,29.75,-0.568902493,32.5625,-0.070893288,32.8125,0.051722705,32.5,0.0,0.0,0.0,-4.07498e-05,0.0,0.0,0.086551011,2,False,0
83,2022-10-26 08:18:44.302000+00:00,-0.066502385,28.0625,-2.234889984,29.6875,-1.090577841,29.75,-0.573595881,32.5625,-0.035520229,32.8125,0.041904017,32.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.090963781,2,False,0
84,2022-10-26 08:18:45.307000+00:00,-0.048866007,28.0625,-2.238749743,29.6875,-1.099195719,29.75,-0.575854182,32.5625,-0.015717601,32.75,0.044175994,32.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.08391881,2,False,0
85,2022-10-26 08:18:46.310000+00:00,-0.215329677,28.125,-2.730877399,29.6875,-0.896188021,29.75,-0.437372655,32.5625,0.018078282,32.8125,0.080275781,32.5,-0.000117412,0.0,-5.35e-37,0.000183712,0.0,0.000217269,0.086464942,2,False,0
86,2022-10-26 08:18:47.317000+00:00,-0.104045734,28.0625,-2.384460449,29.6875,-0.99057585,29.75,-0.438011885,32.625,0.021233285,32.8125,0.063946992,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.086378694,3,False,0
87,2022-10-26 08:18:48.322000+00:00,0.406551391,28.125,-1.502330303,29.6875,-1.645868182,29.75,-1.018778443,32.5625,-0.147847742,32.8125,-0.170239478,32.5625,0.731511354,-0.009573093,0.016112575,-0.537857354,-0.025971457,-0.159501299,0.086464942,3,False,0
88,2022-10-26 08:18:49.327000+00:00,0.283754349,28.125,-2.56167984,29.6875,-1.166525602,29.75,-0.651954234,32.5625,-0.511375844,32.8125,-0.090586632,32.5625,-0.001186481,-0.001599178,-0.000195721,-0.003388592,-3.28e-09,-0.003209514,0.190769613,3,False,0
89,2022-10-26 08:18:50.333000+00:00,-4.034986496,28.0625,-3.317897558,29.6875,-2.176832199,29.75,-0.123081252,32.625,1.018078566,32.8125,-0.034281708,32.5625,0.008307289,-0.110685349,-0.468730628,0.057360228,0.002192247,-0.105783701,0.081372678,3,False,0
90,2022-10-26 08:18:51.338000+00:00,-0.995547771,28.125,-4.811655998,29.6875,-1.780596972,29.75,-1.387822747,32.625,1.649272919,32.8125,0.124630123,32.5625,-0.047332782,0.017286286,0.056473013,-0.240516618,0.01117913,0.244395271,0.092150629,3,False,0
91,2022-10-26 08:18:52.339000+00:00,0.027127959,28.125,-2.566418648,29.6875,-1.477492094,29.8125,-1.840925932,32.625,0.253850281,32.8125,0.22197175,32.5625,0.155819595,-0.074036703,0.059179805,-0.454111785,0.02416292,0.348251581,0.085105717,3,False,0
92,2022-10-26 08:18:53.342000+00:00,-0.031511795,28.125,-2.295827389,29.6875,-0.892196417,29.8125,-0.592267036,32.625,0.043413054,32.8125,0.077503167,32.5625,-0.031139927,0.000134734,0.001888878,-0.028943736,-6.56e-18,-0.021448022,0.185763597,3,False,0
93,2022-10-26 08:18:54.347000+00:00,0.119485572,28.125,-1.676257133,29.6875,-1.013913751,29.8125,-0.355197638,32.625,-0.032870915,32.8125,-0.0263572,32.625,0.0,9.83e-10,0.0,0.000212224,0.0,3.83306e-05,0.087058365,3,False,0
94,2022-10-26 08:18:55.353000+00:00,0.090759002,28.125,-1.831835508,29.6875,-0.958389401,29.75,-0.351816624,32.625,-0.041063644,32.875,-0.011362106,32.625,0.0,0.0,0.0,2.35e-28,0.0,0.0,0.086378753,3,False,0
95,2022-10-26 08:18:56.358000+00:00,0.000920518,28.125,-2.517451048,29.6875,-1.370147228,29.8125,-0.341920227,32.625,0.060975302,32.875,-0.114249662,32.625,-0.084096052,0.002622618,-0.015808059,0.131463736,-0.004715186,-0.055714779,0.07942003,3,False,0
96,2022-10-26 08:18:57.363000+00:00,-0.204907179,28.125,-2.821540117,29.6875,-1.841984868,29.8125,-0.199553549,32.625,0.106139794,32.875,-0.169626236,32.625,-0.041552547,0.008349749,-0.029936885,0.666940868,-0.024272686,-0.629420161,0.082645833,3,False,0
97,2022-10-26 08:18:58.367000+00:00,3.555698872,28.125,-2.002440929,29.6875,-1.169128656,29.8125,-0.931301594,32.625,-0.471488535,32.875,-0.126580641,32.625,0.000594716,0.002657911,0.345367521,-0.087094866,-0.001302763,0.086193822,0.082645774,3,False,0
98,2022-10-26 08:18:59.369000+00:00,0.030223541,28.125,-1.563748121,29.6875,-0.785812616,29.8125,-1.139953136,32.625,-0.125027388,32.875,-0.379571557,32.625,0.422096103,-0.005544478,-0.014409208,-1.034707665,-0.207574725,0.475195795,0.088417649,3,False,0
99,2022-10-26 08:19:00.374000+00:00,-4.269836426,28.125,-1.446691036,29.75,-1.263047099,29.8125,0.324349672,32.625,1.124677896,32.875,0.077858463,32.625,0.105473563,0.098432958,-2.306389332,0.369043142,0.000450124,-0.447768927,0.097836256,3,False,0
100,2022-10-26 08:19:01.381000+00:00,-0.01630519,28.1875,-2.024074078,29.75,-1.672210813,29.8125,-0.383614987,32.625,-0.005517331,32.875,0.050578214,32.625,0.0,-0.000601784,0.000666179,0.000128948,1.5899999999999999e-40,-0.000578554,0.084684551,3,False,0
101,2022-10-26 08:19:02.392000+00:00,0.222148672,28.125,-1.534151316,29.6875,-0.557888031,29.8125,-1.2083776,32.6875,-0.227654308,32.875,0.202988446,32.625,0.067637347,-0.094461896,0.07710772,-1.129232168,0.059143912,1.046514273,0.081966162,3,False,0
